cancion_id;token;nltk_tag;spacy_pos;spacy_fine_pos
3;it;PRP;PRON;PRP
3;back;RP;ADP;RP
3;Sincе;NNP;PROPN;NNP
3;you;PRP;PRON;PRP
3;woofin;VBP;NOUN;NN
3;';'';PUNCT;''
3;like;IN;ADP;IN
3;you;PRP;PRON;PRP
3;killin;VBP;PROPN;NNP
3;';'';PUNCT;''
3;grab;VB;VERB;VB
3;your;PRP$;PRON;PRP$
3;gun;NN;NOUN;NN
3;and;CC;CCONJ;CC
3;slide;NN;NOUN;NN
3;back;RB;ADV;RB
3;Been;NNP;VERB;VBD
3;MIA;NNP;PROPN;NNP
3;I;PRP;PRON;PRP
3;just;RB;ADV;RB
3;got;VBD;VERB;VBD
3;back;RB;ADV;RB
3;jet;NN;NOUN;NN
3;from;IN;ADP;IN
3;Dubai;NNP;PROPN;NNP
3;to;TO;ADP;IN
3;Mеmphis;NNP;PROPN;NNP
3;Tenn;NNP;PROPN;NNP
3;';POS;PUNCT;''
3;Lil;NNP;PROPN;NNP
3;A;NNP;DET;DT
3;cray;NN;NOUN;NN
3;cray;NN;NOUN;NN
3;call;NN;VERB;VBP
3;him;PRP;PRON;PRP
3;Beyblade;NNP;PROPN;NNP
3;pull;VBD;VERB;VB
3;the;DT;DET;DT
3;string;NN;NOUN;NN
3;and;CC;CCONJ;CC
3;watch;NN;VERB;VB
3;'em;PRP;PRON;PRP
3;spin;VBD;VERB;VB
3;Ai;NNP;VERB;VBP
3;n't;RB;PART;RB
3;no;VBD;DET;DT
3;comin;NN;NOUN;NN
3;';'';PUNCT;''
3;back;RB;ADV;RB
3;from;IN;ADP;IN
3;shit;NN;NOUN;NN
3;I;PRP;PRON;PRP
3;'m;VBP;AUX;VBP
3;not;RB;PART;RB
3;the;DT;DET;DT
3;type;NN;NOUN;NN
3;to;TO;PART;TO
3;make;VB;VERB;VB
3;amends;NNS;NOUN;NNS
3;Penthouse;NNP;PROPN;NNP
3;suite;NN;NOUN;NN
3;or;CC;CCONJ;CC
3;TSA;VB;PROPN;NNP
3;the;DT;DET;DT
3;only;JJ;ADJ;JJ
3;place;NN;NOUN;NN
3;I;PRP;PRON;PRP
3;'m;VBP;AUX;VBP
3;checkin;JJ;NOUN;NN
3;';'';PUNCT;''
3;in;IN;ADP;IN
3;Did;NNP;AUX;VBD
3;n't;RB;PART;RB
3;get;VB;VERB;VB
3;you;PRP;PRON;PRP
3;here;RB;ADV;RB
3;but;CC;CCONJ;CC
3;got;VBD;VERB;VBD
3;your;PRP$;PRON;PRP$
3;man;NN;NOUN;NN
3;I;PRP;PRON;PRP
3;heard;VBD;VERB;VBD
3;they;PRP;PRON;PRP
3;pulled;VBD;VERB;VBD
3;a;DT;DET;DT
3;triple;JJ;ADJ;JJ
3;spin;NN;NOUN;NN
3;Let;NNP;VERB;VB
3;'s;POS;PRON;PRP
3;celebrate;NN;VERB;VB
3;and;CC;CCONJ;CC
3;crack;VB;VERB;VB
3;a;DT;DET;DT
3;eighth;JJ;ADJ;JJ
3;I;PRP;PRON;PRP
3;'m;VBP;AUX;VBP
3;on;IN;ADP;IN
3;that;DT;DET;DT
3;Wock;NNP;NOUN;NN
3;';POS;PUNCT;''
3;with;IN;ADP;IN
3;Trip;NNP;NOUN;NN
3;again;RB;ADV;RB
3;I;PRP;PRON;PRP
3;'m;VBP;AUX;VBP
3;still;RB;ADV;RB
3;stuck;VBN;ADJ;JJ
3;on;IN;ADP;IN
3;what;WP;PRON;WP
3;you;PRP;PRON;PRP
3;said;VBD;VERB;VBD
3;what;WP;PRON;WP
3;the;DT;DET;DT
3;fuck;NN;NOUN;NN
3;you;PRP;PRON;PRP
3;mean;VBP;VERB;VBP
3;you;PRP;PRON;PRP
3;scared;VBN;VERB;VBD
3;Since;IN;SCONJ;IN
3;they;PRP;PRON;PRP
3;ca;MD;AUX;MD
3;n't;RB;PART;RB
3;keep;VB;VERB;VB
3;me;PRP;PRON;PRP
3;off;RP;ADP;IN
3;their;PRP$;PRON;PRP$
3;mind;NN;NOUN;NN
3;I;PRP;PRON;PRP
3;'m;VBP;AUX;VBP
3;tryna;JJ;NOUN;NN
3;put;VBD;VERB;VBD
3;one;CD;NUM;CD
3;in;IN;ADP;IN
3;their;PRP$;PRON;PRP$
3;head;NN;NOUN;NN
3;First;IN;ADV;RB
3;it;PRP;PRON;PRP
3;was;VBD;AUX;VBD
3;our;PRP$;PRON;PRP$
3;beef;NN;NOUN;NN
3;now;RB;ADV;RB
3;you;PRP;PRON;PRP
3;talking;VBG;VERB;VBG
3;'bout;IN;ADP;IN
3;it;PRP;PRON;PRP
3;'s;VBZ;AUX;VBZ
3;my;PRP$;PRON;PRP$
3;beef;NN;NOUN;NN
3;They;PRP;PRON;PRP
3;playin;VBP;PROPN;NNP
3;';'';PUNCT;''
3;both;DT;DET;DT
3;sides;NNS;NOUN;NNS
3;lil;VBP;NOUN;NN
3;';'';PUNCT;''
3;bro;JJ;NOUN;NN
3;keep;VB;VERB;VBP
3;them;PRP;PRON;PRP
3;folks;NNS;NOUN;NNS
3;from;IN;ADP;IN
3;'round;IN;PUNCT;``
3;me;PRP;VERB;VB
3;ATF;NNP;PRON;PRP
3;been;VBN;PROPN;NNP
3;hittin;NN;AUX;VBN
3;';'';ADJ;JJ
3;the;DT;PUNCT;''
3;block;NN;DET;DT
3;like;IN;NOUN;NN
3;every;DT;INTJ;UH
3;day;NN;DET;DT
3;tryna;VB;NOUN;NN
3;sweep;NN;NOUN;NN
3;somethin;NN;VERB;VB
3;';'';NOUN;NN
3;OTF;NNP;PROPN;NNP
3;stand;VBP;VERB;VBP
3;on;IN;ADP;IN
3;their;PRP$;PRON;PRP$
3;business;NN;NOUN;NN
3;I;PRP;PRON;PRP
3;let;VBP;VERB;VBD
3;Zoo;NNP;PROPN;NNP
3;put;VB;VERB;VB
3;on;IN;ADP;IN
3;my;PRP$;PRON;PRP$
3;buttons;NNS;NOUN;NNS
3;You;PRP;PRON;PRP
3;ca;MD;AUX;MD
3;n't;RB;PART;RB
3;name;VB;VERB;VB
3;a;DT;PRON;DT
3;from;IN;ADP;IN
3;the;DT;DET;DT
3;other;JJ;ADJ;JJ
3;side;NN;NOUN;NN
3;ai;VBP;AUX;VBP
3;n't;RB;PART;RB
3;died;VBN;VERB;VBN
3;yet;RB;ADV;RB
3;I;PRP;PRON;PRP
3;ai;VBP;VERB;VBP
3;n't;RB;PART;RB
3;takin;VB;NOUN;NN
3;';'';PUNCT;''
3;threats;NNS;NOUN;NNS
3;the;DT;DET;DT
3;man;NN;NOUN;NN
3;that;WDT;PRON;WDT
3;killed;VBD;VERB;VBD
3;your;PRP$;PRON;PRP$
3;mans;NNS;NOUN;NNS
3;ai;VBP;AUX;VBP
3;n't;RB;PART;RB
3;died;VBN;VERB;VBN
3;yet;RB;ADV;RB
3;Foe'nem;NNP;PROPN;NNP
3;take;VB;VERB;VB
3;your;PRP$;PRON;PRP$
3;shit;NN;NOUN;NN
3;I;PRP;PRON;PRP
3;can;MD;AUX;MD
3;not;RB;PART;RB
3;argue;VB;VERB;VB
3;with;IN;ADP;IN
3;'em;PRP;PRON;PRP
3;buy;VBP;VERB;VBP
3;it;PRP;PRON;PRP
3;back;RB;ADV;RB
3;Since;IN;SCONJ;IN
3;you;PRP;PRON;PRP
3;woofin;VBP;NOUN;NN
3;';'';PUNCT;''
3;like;IN;ADP;IN
3;you;PRP;PRON;PRP
3;killin;VBP;PROPN;NNP
3;';'';PUNCT;''
3;grab;VB;VERB;VB
3;your;PRP$;PRON;PRP$
3;gun;NN;NOUN;NN
3;and;CC;CCONJ;CC
3;slide;VB;VERB;VB
3;back;RB;ADV;RB
3;Gotti;NNP;PROPN;NNP
3;gave;VBD;VERB;VBD
3;me;PRP;PRON;PRP
3;seven;CD;NUM;CD
3;fifty;JJ;NUM;CD
3;I;PRP;PRON;PRP
3;ai;VBP;AUX;VBP
3;n't;RB;PART;RB
3;get;VB;VERB;VB
3;fresh;JJ;ADJ;JJ
3;I;PRP;PRON;PRP
3;went;VBD;VERB;VBD
3;bought;RB;VERB;VBD
3;straps;VB;NOUN;NNS
3;How;NNP;SCONJ;WRB
3;much;JJ;ADJ;JJ
3;cash;NN;NOUN;NN
3;they;PRP;PRON;PRP
3;got;VBD;VERB;VBD
3;for;IN;ADP;IN
3;Gee;NNP;PROPN;NNP
3;Tell;NNP;VERB;VB
3;'em;POS;PRON;PRP
3;We;PRP;PRON;PRP
3;gon;VBP;VERB;VB
3;';'';PUNCT;''
3;triple;NN;ADV;RB
3;that;WDT;PRON;WDT
3;Finessed;VBD;VERB;VBD
3;the;DT;DET;DT
3;grower;NN;NOUN;NN
3;told;VBD;VERB;VBD
3;'em;PRP;PRON;PRP
3;I;PRP;PRON;PRP
3;ai;VBP;VERB;VBP
3;n't;RB;PART;RB
3;like;IN;ADP;IN
3;it;PRP;PRON;PRP
3;he;PRP;PRON;PRP
3;said;VBD;VERB;VBD
3;Send;NNP;VERB;VB
3;it;PRP;PRON;PRP
3;back;RB;ADV;RB
3;All;NNP;DET;PDT
3;my;PRP$;PRON;PRP$
3;brothers;NNS;NOUN;NNS
3;';POS;PART;POS
3;case;NN;NOUN;NN
3;dismissed;VBD;VERB;VBD
3;we;PRP;PRON;PRP
3;got;VBD;VERB;VBD
3;a;DT;DET;DT
3;lawyer;NN;NOUN;NN
3;nigga;NN;NOUN;NN
3;we;PRP;PRON;PRP
3;do;VBP;AUX;VBP
3;n't;RB;PART;RB
3;rat;VB;VERB;VB
3;Boy;NNP;INTJ;UH
3;your;PRP$;PRON;PRP$
3;life;NN;NOUN;NN
3;do;VBP;AUX;VBP
3;n't;RB;PART;RB
3;cost;VB;VERB;VB
3;a;DT;DET;DT
3;'Vette;CD;PUNCT;``
3;all;PDT;PROPN;NNP
3;that;DT;DET;PDT
3;woofin;NN;DET;DT
3;';'';NOUN;NN
3;on;IN;PUNCT;''
3;the;DT;ADP;IN
3;'net;NNP;DET;DT
3;Tell;NNP;PUNCT;``
3;your;PRP$;NOUN;NN
3;big;JJ;VERB;VB
3;brother;NN;PRON;PRP$
3;he;PRP;ADJ;JJ
3;next;JJ;NOUN;NN
3;trappin;NN;PRON;PRP
3;';POS;ADJ;JJ
3;fentanyl;NN;NOUN;NN
3;out;IN;PART;POS
3;a;DT;ADJ;JJ
3;'Cat;POS;ADP;RP
3;My;NNP;DET;DT
3;big;JJ;PUNCT;``
3;bro;NN;PROPN;NNP
3;had;VBD;PRON;PRP$
3;told;VBN;ADJ;JJ
3;me;PRP;NOUN;NN
3;Chill;NNP;AUX;VBD
3;and;CC;VERB;VBN
3;rap;NN;PRON;PRP
3;I;PRP;PROPN;NNP
3;'m;VBP;CCONJ;CC
3;like;IN;INTJ;UH
3;Fuck;NNP;PRON;PRP
3;all;PDT;AUX;VBP
3;that;DT;ADP;IN
3;Niggas;NNP;PROPN;NNP
3;want;VBP;DET;PDT
3;that;IN;PRON;WDT
3;smoke;NN;PROPN;NNP
3;until;IN;VERB;VBP
3;their;PRP$;DET;DT
3;lungs;NNS;NOUN;NN
3;collapsed;VBD;SCONJ;IN
3;I;PRP;PRON;PRP$
3;turn;VBP;NOUN;NNS
3;my;PRP$;VERB;VBD
3;hood;NN;PRON;PRP
3;Iraq;NNP;VERB;VBP
3;Every;NNP;PRON;PRP$
3;nine;CD;NOUN;NN
3;we;PRP;PROPN;NNP
3;got;VBD;DET;DT
3;got;VBD;NUM;CD
3;switches;NNS;PRON;PRP
3;on;IN;AUX;VBD
3;it;PRP;VERB;VBD
3;with;IN;NOUN;NNS
3;a;DT;ADP;IN
3;drum;NN;PRON;PRP
3;attached;VBN;ADP;IN
3;Ask;NNP;DET;DT
3;the;DT;NOUN;NN
3;last;JJ;VERB;VBN
3;nigga;JJ;VERB;VB
3;try;NN;DET;DT
3;turn;NN;ADJ;JJ
3;to;TO;NOUN;NN
3;a;DT;VERB;VBP
3;jet;NN;VERB;VB
3;ai;VBP;ADP;IN
3;n't;RB;DET;DT
3;no;DT;NOUN;NN
3;outrunnin;NN;VERB;VBP
3;';POS;PART;RB
3;that;IN;DET;DT
3;Rep;NNP;NOUN;NN
3;like;IN;PUNCT;''
3;they;PRP;PRON;WDT
3;killed;VBD;PROPN;NNP
3;Red;NNP;SCONJ;IN
3;what;WP;PRON;PRP
3;I;PRP;VERB;VBD
3;do;VBP;PROPN;NNP
3;Flew;RB;PRON;WP
3;to;TO;PRON;PRP
3;the;DT;VERB;VBP
3;crib;NN;PROPN;NNP
3;And;CC;ADP;IN
3;spin;NN;DET;DT
3;again;RB;NOUN;NN
3;and;CC;CCONJ;CC
3;spin;VB;VERB;VB
3;again;RB;ADV;RB
3;and;CC;CCONJ;CC
3;spin;VB;VERB;VB
3;again;RB;ADV;RB
3;'til;IN;CCONJ;CC
3;somethin;JJ;VERB;VB
3;';POS;ADV;RB
3;dead;JJ;PUNCT;``
4;I;PRP;PRON;PRP
4;m;VBP;AUX;VBP
4;gone;VBN;VERB;VBN
4;for;IN;ADP;IN
4;that;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;RB;NOUN;NN
4;Shawty;NNP;NOUN;NNS
4;ass;NN;NOUN;NN
4;like;IN;ADP;IN
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;I;PRP;PRON;PRP
4;pulled;VBD;VERB;VBD
4;up;RP;ADP;RP
4;in;IN;ADP;IN
4;that;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;VB;NOUN;NN
4;My;NNP;PRON;PRP$
4;wrist;JJ;NOUN;NN
4;shining;VBG;VERB;VBG
4;like;IN;ADP;IN
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;My;NNP;PRON;PRP$
4;money;NN;NOUN;NN
4;like;IN;ADP;IN
4;yay;CC;NOUN;NN
4;yay;FW;NOUN;NN
4;I;PRP;PRON;PRP
4;was;VBD;AUX;VBD
4;whipping;VBG;VERB;VBG
4;that;IN;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;Hit;VBD;VERB;VB
4;the;DT;DET;DT
4;dealer;NN;NOUN;NN
4;pulled;VBD;VERB;VBD
4;up;RP;ADP;RP
4;in;IN;ADP;IN
4;that;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;And;CC;CCONJ;CC
4;now;RB;ADV;RB
4;them;PRP;PRON;PRP
4;hoes;NNS;VERB;VBZ
4;like;IN;ADP;IN
4;yay;NN;NOUN;NN
4;yay;NNS;NOUN;NN
4;And;CC;CCONJ;CC
4;now;RB;ADV;RB
4;them;PRP;PRON;PRP
4;hoes;NNS;VERB;VBZ
4;like;IN;ADP;IN
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;I;PRP;PRON;PRP
4;m;VBP;AUX;VBP
4;gone;VBN;VERB;VBN
4;for;IN;ADP;IN
4;the;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;I;PRP;PRON;PRP
4;hope;VBP;VERB;VBP
4;the;DT;DET;DT
4;shit;NN;NOUN;NN
4;s;VBD;VERB;VBZ
4;a;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;Drink;NNP;VERB;VB
4;it;PRP;PRON;PRP
4;all;DT;DET;DT
4;yay;RB;NOUN;NN
4;yay;JJ;NOUN;NN
4;Talk;NN;NOUN;NN
4;to;TO;ADP;IN
4;me;PRP;PRON;PRP
4;yay;VB;PROPN;NNP
4;yay;PRP;PROPN;NNP
4;yay;PRP;NOUN;NN
4;yay;PRP;NOUN;NN
4;Left;VBD;PROPN;NNP
4;cheek;JJ;NOUN;NN
4;right;JJ;ADJ;JJ
4;cheek;NN;NOUN;NN
4;Left;NNP;VERB;VBD
4;cheek;NN;NOUN;NN
4;right;NN;ADJ;JJ
4;cheek;NN;NOUN;NN
4;Left;NNP;VERB;VBD
4;cheek;NN;NOUN;NN
4;right;NN;ADJ;JJ
4;cheek;NN;NOUN;NN
4;Left;NNP;VERB;VBD
4;cheek;NN;NOUN;NN
4;right;NN;ADJ;JJ
4;cheek;NN;NOUN;NN
4;Shawty;NNP;PROPN;NNPS
4;want;VBP;VERB;VBP
4;a;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;Had;VBD;VERB;VBD
4;to;TO;PART;TO
4;say;VB;VERB;VB
4;naw;UH;NOUN;NNS
4;to;TO;ADP;IN
4;the;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;Shawty;NNP;PROPN;NNPS
4;smoking;VBG;VERB;VBG
4;hard;JJ;ADV;RB
4;sniffing;VBG;VERB;VBG
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;Shawty;NNP;PROPN;NNPS
4;playing;VBG;VERB;VBG
4;ball;NN;NOUN;NN
4;with;IN;ADP;IN
4;the;DT;DET;DT
4;yay;NN;NOUN;NN
4;yays;VBZ;NOUN;NN
4;Airport;NNP;PROPN;NNP
4;flying;VBG;VERB;VBG
4;out;RP;ADP;RP
4;the;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;Shawty;NNP;PROPN;NNPS
4;crying;VBG;VERB;VBG
4;out;RP;ADP;RP
4;yay;JJ;NOUN;NN
4;yay;NN;NOUN;NN
4;I;PRP;PRON;PRP
4;make;VBP;VERB;VBP
4;some;DT;DET;DT
4;cookies;NNS;NOUN;NNS
4;out;RP;ADP;RP
4;the;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;And;CC;CCONJ;CC
4;now;RB;ADV;RB
4;them;PRP;PRON;PRP
4;hoes;NNS;VERB;VBZ
4;like;IN;ADP;IN
4;yay;NN;NOUN;NN
4;yay;NNS;NOUN;NN
4;And;CC;CCONJ;CC
4;now;RB;ADV;RB
4;them;PRP;PRON;PRP
4;hoes;NNS;VERB;VBZ
4;like;IN;ADP;IN
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;I;PRP;PRON;PRP
4;m;VBP;AUX;VBP
4;gone;VBN;VERB;VBN
4;for;IN;ADP;IN
4;the;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;I;PRP;PRON;PRP
4;hope;VBP;VERB;VBP
4;the;DT;DET;DT
4;shit;NN;NOUN;NN
4;s;VBD;VERB;VBZ
4;a;DT;DET;DT
4;yay;NN;NOUN;NN
4;yay;NN;NOUN;NN
4;Drink;NNP;VERB;VB
4;it;PRP;PRON;PRP
4;all;DT;DET;DT
4;yay;RB;NOUN;NN
4;yay;JJ;NOUN;NN
4;Talk;NN;NOUN;NN
4;to;TO;ADP;IN
4;me;PRP;PRON;PRP
4;yay;VB;PROPN;NNP
4;yay;PRP;PROPN;NNP
4;yay;PRP;NOUN;NN
4;yay;PRP;NOUN;NN
4;Left;VBD;PROPN;NNP
4;cheek;JJ;NOUN;NN
4;right;JJ;ADJ;JJ
4;cheek;NN;NOUN;NN
4;Left;NNP;VERB;VBD
4;cheek;NN;NOUN;NN
4;right;NN;ADJ;JJ
4;cheek;NN;NOUN;NN
4;Left;NNP;VERB;VBD
4;cheek;NN;NOUN;NN
4;right;NN;ADJ;JJ
4;cheek;NN;NOUN;NN
4;Left;NNP;VERB;VBD
4;cheek;NN;NOUN;NN
4;right;NN;ADJ;JJ
4;cheek;NN;NOUN;NN
5;One;CD;NUM;CD
5;bright;JJ;ADJ;JJ
5;day;NN;NOUN;NN
5;thing;NN;NOUN;NN
5;will;MD;AUX;MD
5;be;VB;AUX;VB
5;better;RB;ADJ;JJR
5;again;RB;ADV;RB
5;to;TO;ADP;IN
5;me;PRP;PRON;PRP
5;Until;IN;SCONJ;IN
5;then;RB;ADV;RB
5;you;PRP;PRON;PRP
5;will;MD;AUX;MD
5;be;VB;AUX;VB
5;here;RB;ADV;RB
5;in;IN;ADP;IN
5;my;PRP$;PRON;PRP$
5;arms;NNS;NOUN;NNS
5;again;RB;ADV;RB
5;I;PRP;PRON;PRP
5;never;RB;ADV;RB
5;love;VBP;VERB;VBP
5;to;TO;PART;TO
5;see;VB;VERB;VB
5;when;WRB;SCONJ;WRB
5;ever;RB;ADV;RB
5;you;PRP;PRON;PRP
5;go;VBP;VERB;VBP
5;From;IN;ADP;IN
5;i;JJ;PRON;PRP
5;look;NN;VERB;VBP
5;you;PRP;PRON;PRP
5;up;IN;ADP;IN
5;my;PRP$;PRON;PRP$
5;heart;NN;NOUN;NN
5;is;VBZ;AUX;VBZ
5;restored;VBN;VERB;VBN
5;I;PRP;PRON;PRP
5;will;MD;AUX;MD
5;be;VB;AUX;VB
5;here;RB;ADV;RB
5;for;IN;ADP;IN
5;you;PRP;PRON;PRP
5;I;PRP;PRON;PRP
5;never;RB;ADV;RB
5;love;VBP;VERB;VBP
5;to;TO;PART;TO
5;see;VB;VERB;VB
5;when;WRB;SCONJ;WRB
5;ever;RB;ADV;RB
5;you;PRP;PRON;PRP
5;go;VBP;VERB;VBP
5;From;IN;ADP;IN
5;i;JJ;PRON;PRP
5;look;NN;VERB;VBP
5;you;PRP;PRON;PRP
5;up;IN;ADP;IN
5;my;PRP$;PRON;PRP$
5;heart;NN;NOUN;NN
5;is;VBZ;AUX;VBZ
5;restored;VBN;VERB;VBN
5;I;PRP;PRON;PRP
5;will;MD;AUX;MD
5;be;VB;AUX;VB
5;here;RB;ADV;RB
5;for;IN;ADP;IN
5;you;PRP;PRON;PRP
5;Whooo;VBP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
5;I;PRP;PRON;PRP
5;know;VBP;VERB;VBP
5;that;DT;PRON;WDT
5;been;VBN;AUX;VBN
5;through;IN;ADP;IN
5;so;RB;ADV;RB
5;much;JJ;ADV;RB
5;I;PRP;PRON;PRP
5;promise;VBP;VERB;VBP
5;tomorrow;NN;NOUN;NN
5;will;MD;AUX;MD
5;get;VB;VERB;VB
5;better;JJR;ADJ;JJR
5;I;PRP;PRON;PRP
5;love;VBP;VERB;VBP
5;it;PRP;PRON;PRP
5;when;WRB;SCONJ;WRB
5;i;JJ;PRON;PRP
5;see;VBP;VERB;VBP
5;you;PRP;PRON;PRP
5;smile;JJ;VERB;VB
5;Makes;NNS;VERB;VBZ
5;everything;NN;PRON;NN
5;worthwhile;IN;ADJ;JJ
5;I;PRP;PRON;PRP
5;make;VBP;VERB;VBP
5;sure;JJ;ADJ;JJ
5;the;DT;DET;DT
5;sun;NN;NOUN;NN
5;comes;VBZ;VERB;VBZ
5;out;RP;ADP;RP
5;for;IN;ADP;IN
5;you;PRP;PRON;PRP
5;You;PRP;PRON;PRP
5;will;MD;AUX;MD
5;always;RB;ADV;RB
5;be;VB;AUX;VB
5;a;DT;DET;DT
5;star;NN;NOUN;NN
5;And;CC;CCONJ;CC
5;i;VB;PRON;PRP
5;love;JJR;VERB;VBP
5;just;RB;ADV;RB
5;who;WP;PRON;WP
5;you;PRP;PRON;PRP
5;are;VBP;AUX;VBP
5;And;CC;CCONJ;CC
5;i;NNS;PRON;PRP
5;would;MD;AUX;MD
5;n't;RB;PART;RB
5;change;VB;VERB;VB
5;one;CD;NUM;CD
5;thing;NN;NOUN;NN
5;about;IN;ADP;IN
5;you;PRP;PRON;PRP
5;You;PRP;PRON;PRP
5;you;PRP;PRON;PRP
5;you;PRP;PRON;PRP
5;you;PRP;PRON;PRP
5;you;PRP;PRON;PRP
5;you;PRP;PRON;PRP
5;whoohhhhooo;VBP;VERB;VBP
5;No;DT;INTJ;UH
5;i;NN;PRON;PRP
5;would;MD;AUX;MD
5;n't;RB;PART;RB
5;change;VB;VERB;VB
5;one;CD;NUM;CD
5;thing;NN;NOUN;NN
5;about;IN;ADP;IN
5;you;PRP;PRON;PRP
5;Whooo;VBP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
5;Whooo;NNP;PROPN;NNP
